1* Populacao:
Genes: [161, 0.1131, 9, 0.6268, 0.7408, 3, 2, 0, 5] -> Acuracia: 91.7%, Precisao: 92.1%, Recall: 73.5%, Media: 84.8%
Genes: [270, 0.1767, 12, 0.8807, 0.9986, 5, 3, 0, 1] -> Acuracia: 92.7%, Precisao: 93.2%, Recall: 76.6%, Media: 86.8%
Genes: [866, 0.1287, 12, 0.7452, 0.9837, 1, 1, 3, 8] -> Acuracia: 97.8%, Precisao: 98.4%, Recall: 93.0%, Media: 96.3%
Genes: [339, 0.261, 8, 0.7166, 0.7247, 0, 0, 0, 1] -> Acuracia: 97.7%, Precisao: 98.1%, Recall: 92.8%, Media: 96.1%
Genes: [778, 0.1955, 10, 0.6262, 0.8972, 5, 1, 3, 8] -> Acuracia: 92.9%, Precisao: 93.3%, Recall: 77.6%, Media: 87.3%
Genes: [260, 0.2394, 11, 0.8861, 0.9188, 1, 2, 1, 10] -> Acuracia: 97.3%, Precisao: 97.8%, Recall: 91.3%, Media: 95.4%
Genes: [220, 0.036, 6, 0.626, 0.5872, 2, 2, 3, 1] -> Acuracia: 86.9%, Precisao: 78.8%, Recall: 59.0%, Media: 72.9%
Genes: [587, 0.0518, 5, 0.9084, 0.8028, 3, 2, 1, 1] -> Acuracia: 88.0%, Precisao: 82.8%, Recall: 62.7%, Media: 76.2%
Genes: [148, 0.1232, 7, 0.7472, 0.9397, 1, 0, 2, 6] -> Acuracia: 89.3%, Precisao: 86.9%, Recall: 66.7%, Media: 79.6%
Genes: [891, 0.2801, 11, 0.7036, 0.7424, 3, 0, 2, 10] -> Acuracia: 95.9%, Precisao: 96.3%, Recall: 87.0%, Media: 92.9%

Melhores Genes: [866, 0.1287, 12, 0.7452, 0.9837, 1, 1, 3, 8] -> Acuracia: 97.8%, Precisao: 98.4%, Recall: 93.0%, Media: 96.3%

2* Populacao:
Genes: [866, 0.1287, 12, 0.7452, 0.9837, 1, 1, 1, 10] -> Acuracia: 97.9%, Precisao: 98.5%, Recall: 93.3%, Media: 96.5%
Genes: [260, 0.2394, 3, 0.8861, 0.721, 1, 2, 3, 8] -> Acuracia: 86.9%, Precisao: 77.3%, Recall: 60.2%, Media: 73.1%
Genes: [891, 0.2801, 11, 0.8807, 0.9986, 3, 0, 2, 10] -> Acuracia: 94.9%, Precisao: 95.2%, Recall: 83.9%, Media: 91.0%
Genes: [270, 0.1186, 12, 0.7036, 0.7424, 5, 3, 0, 1] -> Acuracia: 92.9%, Precisao: 94.1%, Recall: 77.1%, Media: 87.3%
Genes: [339, 0.261, 8, 0.7036, 0.7424, 3, 0, 2, 1] -> Acuracia: 94.6%, Precisao: 95.1%, Recall: 83.1%, Media: 90.6%
Genes: [891, 0.2801, 11, 0.7166, 0.7247, 1, 0, 0, 10] -> Acuracia: 98.3%, Precisao: 98.6%, Recall: 94.8%, Media: 97.2%
Genes: [866, 0.1287, 10, 0.9114, 0.9837, 5, 1, 3, 8] -> Acuracia: 91.6%, Precisao: 91.7%, Recall: 73.2%, Media: 84.5%
Genes: [778, 0.1955, 12, 0.7452, 0.996, 1, 1, 3, 8] -> Acuracia: 98.1%, Precisao: 98.5%, Recall: 93.8%, Media: 96.8%
Genes: [148, 0.1955, 7, 0.7472, 0.8972, 5, 0, 3, 8] -> Acuracia: 89.6%, Precisao: 87.0%, Recall: 67.8%, Media: 80.2%
Genes: [778, 0.1232, 10, 0.6262, 0.9397, 1, 0, 2, 6] -> Acuracia: 98.1%, Precisao: 98.6%, Recall: 93.9%, Media: 96.8%

Melhores Genes: [891, 0.2801, 11, 0.7166, 0.7247, 1, 0, 0, 10] -> Acuracia: 98.3%, Precisao: 98.6%, Recall: 94.8%, Media: 97.2%

3* Populacao:
Genes: [891, 0.1955, 7, 0.7472, 0.5274, 5, 0, 3, 10] -> Acuracia: 89.7%, Precisao: 87.4%, Recall: 67.8%, Media: 80.3%
Genes: [148, 0.2801, 11, 0.7166, 0.8972, 1, 0, 0, 8] -> Acuracia: 97.4%, Precisao: 97.7%, Recall: 91.7%, Media: 95.5%
Genes: [866, 0.1287, 12, 0.8807, 0.9986, 3, 1, 0, 10] -> Acuracia: 94.3%, Precisao: 95.4%, Recall: 81.7%, Media: 90.0%
Genes: [891, 0.2801, 11, 0.7452, 0.9837, 1, 0, 2, 10] -> Acuracia: 98.2%, Precisao: 98.4%, Recall: 94.3%, Media: 96.9%
Genes: [339, 0.261, 8, 0.7036, 0.7424, 3, 3, 3, 1] -> Acuracia: 93.8%, Precisao: 94.1%, Recall: 80.4%, Media: 89.0%
Genes: [778, 0.1955, 12, 0.7705, 0.6893, 1, 1, 2, 8] -> Acuracia: 97.8%, Precisao: 98.4%, Recall: 93.0%, Media: 96.3%
Genes: [896, 0.155, 12, 0.6262, 0.996, 1, 1, 2, 8] -> Acuracia: 98.2%, Precisao: 98.6%, Recall: 94.3%, Media: 97.0%
Genes: [778, 0.2599, 10, 0.7452, 0.9397, 1, 0, 3, 6] -> Acuracia: 98.3%, Precisao: 98.6%, Recall: 94.4%, Media: 97.1%
Genes: [778, 0.1232, 10, 0.6262, 0.9397, 1, 0, 0, 8] -> Acuracia: 98.2%, Precisao: 98.6%, Recall: 94.0%, Media: 96.9%
Genes: [778, 0.1955, 12, 0.5079, 0.996, 1, 1, 0, 6] -> Acuracia: 98.5%, Precisao: 98.7%, Recall: 95.2%, Media: 97.4%

Melhores Genes: [778, 0.1955, 12, 0.5079, 0.996, 1, 1, 0, 6] -> Acuracia: 98.5%, Precisao: 98.7%, Recall: 95.2%, Media: 97.4%

4* Populacao:
Genes: [778, 0.2801, 11, 0.7452, 0.9397, 1, 0, 2, 10] -> Acuracia: 98.2%, Precisao: 98.4%, Recall: 94.3%, Media: 96.9%
Genes: [891, 0.1232, 10, 0.6262, 0.9837, 1, 0, 0, 8] -> Acuracia: 98.2%, Precisao: 98.7%, Recall: 94.3%, Media: 97.0%
Genes: [866, 0.1287, 12, 0.5079, 0.9986, 1, 1, 1, 6] -> Acuracia: 98.4%, Precisao: 98.7%, Recall: 94.7%, Media: 97.2%
Genes: [778, 0.1955, 12, 0.8807, 0.7578, 3, 1, 0, 10] -> Acuracia: 94.9%, Precisao: 95.9%, Recall: 83.6%, Media: 91.1%
Genes: [891, 0.2801, 11, 0.7452, 0.796, 1, 0, 0, 10] -> Acuracia: 98.3%, Precisao: 98.4%, Recall: 94.7%, Media: 97.1%
Genes: [778, 0.1232, 10, 0.6262, 0.9397, 1, 0, 2, 8] -> Acuracia: 98.1%, Precisao: 98.6%, Recall: 93.8%, Media: 96.8%
Genes: [778, 0.1232, 10, 0.7452, 0.9397, 1, 0, 3, 6] -> Acuracia: 97.8%, Precisao: 98.4%, Recall: 92.7%, Media: 96.2%
Genes: [197, 0.2599, 10, 0.6262, 0.9397, 1, 0, 2, 8] -> Acuracia: 97.2%, Precisao: 97.5%, Recall: 91.1%, Media: 95.2%
Genes: [778, 0.1955, 12, 0.6262, 0.6893, 1, 1, 2, 8] -> Acuracia: 98.1%, Precisao: 98.5%, Recall: 93.8%, Media: 96.8%
Genes: [778, 0.1405, 10, 0.7705, 0.9928, 1, 0, 0, 8] -> Acuracia: 98.0%, Precisao: 98.6%, Recall: 93.4%, Media: 96.6%

Melhores Genes: [778, 0.1955, 12, 0.5079, 0.996, 1, 1, 0, 6] -> Acuracia: 98.5%, Precisao: 98.7%, Recall: 95.2%, Media: 97.4%

5* Populacao:
Genes: [866, 0.1287, 12, 0.6941, 0.9397, 1, 0, 1, 10] -> Acuracia: 98.0%, Precisao: 98.5%, Recall: 93.7%, Media: 96.7%
Genes: [778, 0.2801, 11, 0.6296, 0.9986, 1, 1, 2, 6] -> Acuracia: 98.4%, Precisao: 98.5%, Recall: 94.9%, Media: 97.2%
Genes: [891, 0.1232, 7, 0.6262, 0.9837, 1, 1, 0, 8] -> Acuracia: 96.2%, Precisao: 97.1%, Recall: 87.8%, Media: 93.5%
Genes: [778, 0.1955, 10, 0.6262, 0.6893, 1, 0, 2, 6] -> Acuracia: 98.1%, Precisao: 98.5%, Recall: 93.9%, Media: 96.8%
Genes: [778, 0.1955, 12, 0.5079, 0.8074, 1, 1, 1, 6] -> Acuracia: 98.3%, Precisao: 98.6%, Recall: 94.5%, Media: 97.1%
Genes: [866, 0.1287, 12, 0.7795, 0.9986, 1, 1, 2, 8] -> Acuracia: 97.8%, Precisao: 98.4%, Recall: 92.8%, Media: 96.3%
Genes: [778, 0.1405, 6, 0.7705, 0.9397, 1, 0, 0, 8] -> Acuracia: 94.3%, Precisao: 95.0%, Recall: 81.8%, Media: 89.9%
Genes: [778, 0.2801, 10, 0.7452, 0.9928, 1, 0, 2, 10] -> Acuracia: 98.2%, Precisao: 98.4%, Recall: 94.4%, Media: 97.0%
Genes: [891, 0.2801, 11, 0.7452, 0.9837, 1, 0, 2, 8] -> Acuracia: 98.2%, Precisao: 98.5%, Recall: 94.4%, Media: 97.0%
Genes: [778, 0.1232, 10, 0.6262, 0.9397, 4, 0, 0, 10] -> Acuracia: 94.1%, Precisao: 95.2%, Recall: 80.8%, Media: 89.5%

Melhores Genes: [778, 0.1955, 12, 0.5079, 0.996, 1, 1, 0, 6] -> Acuracia: 98.5%, Precisao: 98.7%, Recall: 95.2%, Media: 97.4%

6* Populacao:
Genes: [866, 0.2801, 6, 0.6941, 0.9986, 1, 0, 2, 10] -> Acuracia: 97.0%, Precisao: 97.3%, Recall: 90.6%, Media: 94.9%
Genes: [778, 0.1287, 11, 0.6296, 0.9397, 1, 1, 1, 6] -> Acuracia: 98.2%, Precisao: 98.7%, Recall: 94.2%, Media: 97.0%
Genes: [778, 0.1287, 11, 0.6296, 0.9397, 1, 0, 1, 6] -> Acuracia: 98.3%, Precisao: 98.7%, Recall: 94.4%, Media: 97.1%
Genes: [698, 0.2801, 12, 0.6941, 0.9986, 1, 2, 2, 10] -> Acuracia: 98.3%, Precisao: 98.5%, Recall: 94.7%, Media: 97.1%
Genes: [778, 0.1165, 12, 0.9066, 0.9986, 0, 1, 2, 2] -> Acuracia: 99.0%, Precisao: 99.3%, Recall: 96.9%, Media: 98.4%
Genes: [778, 0.1955, 11, 0.6296, 0.8074, 1, 1, 1, 6] -> Acuracia: 98.3%, Precisao: 98.6%, Recall: 94.6%, Media: 97.1%
Genes: [778, 0.2801, 7, 0.8243, 0.6893, 3, 0, 2, 10] -> Acuracia: 92.8%, Precisao: 92.5%, Recall: 77.5%, Media: 87.0%
Genes: [778, 0.1955, 10, 0.7452, 0.9928, 1, 0, 2, 6] -> Acuracia: 98.1%, Precisao: 98.6%, Recall: 94.0%, Media: 96.9%
Genes: [778, 0.0411, 11, 0.5079, 0.9986, 1, 1, 2, 6] -> Acuracia: 96.8%, Precisao: 97.8%, Recall: 89.3%, Media: 94.5%
Genes: [778, 0.1955, 12, 0.6296, 0.8074, 1, 1, 1, 10] -> Acuracia: 98.2%, Precisao: 98.5%, Recall: 94.4%, Media: 97.0%

Melhores Genes: [778, 0.1165, 12, 0.9066, 0.9986, 0, 1, 2, 2] -> Acuracia: 99.0%, Precisao: 99.3%, Recall: 96.9%, Media: 98.4%

7* Populacao:
Genes: [778, 0.1165, 9, 0.6941, 0.9986, 1, 2, 2, 10] -> Acuracia: 97.5%, Precisao: 98.2%, Recall: 91.9%, Media: 95.8%
Genes: [698, 0.2801, 12, 0.9066, 0.9986, 0, 1, 2, 2] -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.4%, Media: 98.6%
Genes: [778, 0.1287, 11, 0.6296, 0.8074, 1, 0, 0, 10] -> Acuracia: 98.2%, Precisao: 98.6%, Recall: 94.2%, Media: 97.0%
Genes: [778, 0.1955, 12, 0.6296, 0.9397, 1, 1, 1, 6] -> Acuracia: 98.3%, Precisao: 98.7%, Recall: 94.7%, Media: 97.2%
Genes: [778, 0.1165, 12, 0.6296, 0.9397, 0, 0, 1, 2] -> Acuracia: 99.1%, Precisao: 99.4%, Recall: 97.2%, Media: 98.6%
Genes: [778, 0.1287, 11, 0.9066, 0.9986, 1, 1, 2, 6] -> Acuracia: 97.1%, Precisao: 98.0%, Recall: 90.4%, Media: 95.0%
Genes: [778, 0.1287, 12, 0.6296, 0.9397, 0, 0, 2, 6] -> Acuracia: 99.0%, Precisao: 99.2%, Recall: 96.8%, Media: 98.3%
Genes: [778, 0.1165, 11, 0.9066, 0.9986, 1, 1, 1, 2] -> Acuracia: 97.4%, Precisao: 98.3%, Recall: 91.6%, Media: 95.7%
Genes: [778, 0.1955, 11, 0.6296, 0.9397, 1, 1, 3, 10] -> Acuracia: 98.1%, Precisao: 98.5%, Recall: 94.0%, Media: 96.8%
Genes: [778, 0.1287, 12, 0.7843, 0.8074, 1, 0, 2, 6] -> Acuracia: 97.7%, Precisao: 98.4%, Recall: 92.5%, Media: 96.1%

Melhores Genes: [698, 0.2801, 12, 0.9066, 0.9986, 0, 1, 2, 2] -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.4%, Media: 98.6%

8* Populacao:
Genes: [294, 0.1955, 12, 0.9066, 0.9397, 0, 1, 1, 2] -> Acuracia: 98.8%, Precisao: 99.1%, Recall: 96.1%, Media: 98.0%
Genes: [778, 0.2801, 12, 0.6296, 0.9986, 1, 1, 2, 6] -> Acuracia: 98.3%, Precisao: 98.5%, Recall: 94.5%, Media: 97.1%
Genes: [778, 0.1287, 12, 0.6296, 0.9397, 0, 1, 2, 10] -> Acuracia: 98.9%, Precisao: 99.1%, Recall: 96.4%, Media: 98.1%
Genes: [778, 0.1955, 11, 0.6296, 0.9397, 1, 2, 3, 6] -> Acuracia: 98.2%, Precisao: 98.6%, Recall: 94.1%, Media: 96.9%
Genes: [698, 0.2801, 11, 0.9066, 0.9986, 4, 1, 1, 2] -> Acuracia: 94.5%, Precisao: 94.9%, Recall: 82.6%, Media: 90.3%
Genes: [778, 0.1165, 12, 0.9066, 0.9986, 1, 1, 0, 2] -> Acuracia: 97.7%, Precisao: 98.4%, Recall: 92.4%, Media: 96.1%
Genes: [698, 0.2801, 12, 0.9066, 0.9397, 1, 1, 1, 2] -> Acuracia: 97.8%, Precisao: 98.2%, Recall: 93.0%, Media: 96.3%
Genes: [778, 0.1955, 12, 0.6296, 0.9986, 0, 1, 2, 6] -> Acuracia: 99.0%, Precisao: 99.2%, Recall: 97.0%, Media: 98.4%
Genes: [778, 0.1862, 12, 0.7843, 0.9397, 0, 0, 2, 6] -> Acuracia: 99.1%, Precisao: 99.3%, Recall: 97.3%, Media: 98.6%
Genes: [859, 0.1287, 7, 0.8181, 0.8074, 1, 0, 2, 6] -> Acuracia: 96.0%, Precisao: 97.0%, Recall: 87.0%, Media: 93.1%

Melhores Genes: [698, 0.2801, 12, 0.9066, 0.9986, 0, 1, 2, 2] -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.4%, Media: 98.6%

9* Populacao:
Genes: [778, 0.1955, 12, 0.6296, 0.9986, 0, 2, 2, 6] -> Acuracia: 99.0%, Precisao: 99.2%, Recall: 97.0%, Media: 98.4%
Genes: [778, 0.1955, 11, 0.6296, 0.9397, 1, 1, 3, 6] -> Acuracia: 98.2%, Precisao: 98.6%, Recall: 94.3%, Media: 97.0%
Genes: [778, 0.1955, 12, 0.7843, 0.9397, 0, 0, 1, 6] -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.4%, Media: 98.6%
Genes: [294, 0.1862, 8, 0.6783, 0.9397, 0, 0, 2, 2] -> Acuracia: 96.0%, Precisao: 96.8%, Recall: 87.1%, Media: 93.1%
Genes: [294, 0.1287, 12, 0.5531, 0.9397, 0, 1, 1, 10] -> Acuracia: 97.4%, Precisao: 98.0%, Recall: 91.4%, Media: 95.5%
Genes: [778, 0.1955, 4, 0.9066, 0.9397, 4, 3, 2, 2] -> Acuracia: 87.8%, Precisao: 81.3%, Recall: 62.8%, Media: 75.7%
Genes: [778, 0.1287, 7, 0.8181, 0.8074, 1, 0, 2, 7] -> Acuracia: 95.6%, Precisao: 96.7%, Recall: 85.8%, Media: 92.4%
